Banco,Sector,Tipo,Resumen,Descripción,Ref2024,Ref2025,Alerta
JPMorgan Chase,Aluminium,D,Incremento significativo de la intensidad de carbono por concentración en mercados emergentes,"La intensidad de carbono del sector de aluminio empeoró de manera notable al pasar de un aumento del 2.2% (8.8 tCO2/t) respecto al año base de 8.6 tCO2/t en el informe 2024 a un incremento acumulado del 10.4% (9.5 tCO2e/t) en el informe 2025, debido a la concentración de financiamiento en clientes de mercados emergentes cuyas operaciones dependen de redes eléctricas con altas emisiones de carbono.","pag 3,17","pag 24,25",
JPMorgan Chase,Agriculture,N,No reportado en ningún informe,"El sector agrícola no presenta objetivos de descarbonización ni indicadores métricos de intensidad de emisiones en ninguno de los dos ejercicios analizados, estando presente únicamente en los heatmaps corporativos de riesgo de crédito comercial e industrial.",-,-,
Morgan Stanley,Oil&Gas,M,Desagregación del sector energético en uso final y operacional junto con la adopción de intensidad física.,"El banco reestructuró sus metas para el sector energético al sustituir su objetivo previo de reducción del 29% en la intensidad de las emisiones financieras (FELI) frente a la base 2019 en el informe de 2023 por dos indicadores de intensidad física denominados ""Energy-End Use"" (reducción de entre el 10% y el 19% en gCO2e/MJ) y ""Energy-Operational"" (reducción de entre el 12% y el 20% en gCO_2e/MJ), fijando una nueva línea base correspondiente al año 2022 en el informe de 2024.","pag 54,55","pag 31,32",
Morgan Stanley,Power,M,Cambio metodológico integral de intensidad crediticia a intensidad física y reajuste del año base.,"Morgan Stanley modificó completamente la métrica de sus objetivos sectoriales para 2030, pasando de una reducción del 58% en la intensidad de las emisiones de préstamos corporativos (FELI) calculada sobre la base de 2019 en el informe de 2023 a un rango de reducción del 45% al 60% en la intensidad física expresada en kgCO2e/MWh con un año base reajustado a 2022 en el informe de 2024.","pag 54,55","pag 31,32",
Morgan Stanley,Steel,N,No reportado en ningún informe,El sector de acero no se encuentra reportado con objetivos de descarbonización ni con métricas específicas de emisiones financiadas dentro de los inventarios corporativos de ambos documentos.,-,-,
Morgan Stanley,Automotive,M,Sustitución de intensidad financiera por intensidad física por vehículo kilómetro.,"Morgan Stanley reemplazó su objetivo para el sector de fabricación de automóviles, el cual exigía una reducción del 35% en la intensidad crediticia (FELI) respecto al año base 2019 según el informe de 2023, por un rango de reducción del 29% al 45% en la intensidad física calculada en gCO_2e/vehicle km con un año base modificado a 2022 en el informe de 2024.","pag 54,55","pag 31,32",
Morgan Stanley,Cement,N,No reportado en ningún informe,El sector de cemento no cuenta con objetivos cuantitativos sectoriales de descarbonización ni con un desglose de métricas de emisiones financiadas en las tablas oficiales de ninguno de los dos informes analizados.,-,-,
Morgan Stanley,Aviation,F,Incorporación de la aviación como nuevo sector con objetivo de descarbonización para 2030.,"El sector de aviación fue incorporado de manera novedosa en el informe de 2024 estableciendo un rango de reducción en la intensidad física del 13% al 24% medido en gCO2e/RTK sobre un año base de 2022, tras no haber figurado con objetivos de emisiones financiadas en el informe de 2023.",-,"pag 8,31,32",
Morgan Stanley,Shipping,N,No reportado en ningún informe,El sector de transporte marítimo no está incluido con objetivos particulares de reducción ni métricas cuantitativas en las carteras de emisiones financiadas de ninguno de los informes consecutivos.,-,-,
Morgan Stanley,CRE,N,No reportado en ningún informe,El sector inmobiliario comercial no cuenta con objetivos sectoriales de descarbonización ni con métricas específicas de emisiones financiadas reportados en ninguno de los dos informes analizados.,-,-,
Morgan Stanley,RRE,N,No reportado en ningún informe,El sector inmobiliario residencial no cuenta con objetivos sectoriales de descarbonización ni con métricas específicas de emisiones financiadas reportados en ninguno de los dos informes analizados.,-,-,
Morgan Stanley,Coal,N,Gestión mediante políticas de exclusión (ESPS) y métricas transversales sin objetivo cuantitativo independiente,"Aunque el sector del carbón no presenta objetivos cuantitativos independientes dentro de los cuadros de emisiones financiadas en ninguno de los informes, el banco especifica que su exposición se gestiona restrictivamente a través de su Declaración de Política Ambiental y Social (ESPS) y se evalúa transversalmente midiendo el abandono del carbón dentro de los planes de transición de los sectores de Power y Mining.",pag 64,"pag 25,49",
Morgan Stanley,Aluminium,N,No reportado en ningún informe,El sector de aluminio no cuenta con objetivos sectoriales de descarbonización ni con métricas específicas de emisiones financiadas reportados en ninguno de los dos informes analizados.,-,-,
Morgan Stanley,Agriculture,N,No reportado en ningún informe,El sector de agricultura no cuenta con objetivos sectoriales de descarbonización ni con métricas específicas de emisiones financiadas reportados en ninguno de los dos informes analizados.,-,-,
UBS,Oil&Gas,N,Sin cambios significativos en el objetivo absoluto de descarbonización para los combustibles fósiles.,"El objetivo de reducción de emisiones financiadas absolutas para 2030 permanece fijado en un 70% en ambos informes, mostrando una reducción acumulada del 80% (12.9 millones de toneladas métricas de CO2e) al cierre de 2023 en el informe 2024 frente al 83% (10.9 millones de toneladas métricas de CO2e) al cierre de 2024 reportado en el informe 2025.",pag 27,pag 22,
UBS,Power,N,Sin cambios significativos en los objetivos fijados para el sector de generación de energía.,"El objetivo de reducción de la intensidad de emisiones para 2030 se mantiene sin alteraciones en un 60% en ambos informes, registrándose una mejora en la reducción acumulada que pasa del 33% (227 kg CO2e/MWh) al cierre de 2023 según el informe 2024 al 55% (152 kg CO2e/MWh) al cierre de 2024 según el informe 2025.",pag 27,pag 22,
UBS,Steel,D,Retroceso en las métricas de reducción de intensidad de emisiones en el sector de hierro y acero.,La reducción de la intensidad de emisiones financiadas retrocedió del 20% (1.41 toneladas de CO2/tonelada de acero) al cierre de 2023 reflejado en el informe 2024 al 14% (1.50 toneladas de CO2/tonelada de acero) al cierre de 2024 reflejado en el informe 2025 debido a un cambio en la composición de la cartera hacia clientes con mayor intensidad de carbono.,pag 27,pag 22,
UBS,Automotive,N,Sin cambios significativos al no reportarse objetivos de descarbonización para este sector.,"El banco no establece metas de descarbonización específicas para el sector automotriz en ninguno de los dos periodos, limitándose a incluir sus emisiones de Alcance 3 como parte de las emisiones financiadas globales no cubiertas por objetivos.",pag 28,pag 28,
UBS,Cement,N,Sin cambios significativos en las metas de intensidad de emisiones del sector del cemento.,"El objetivo de descarbonización para 2030 se mantiene sin modificaciones en una reducción del 24%, registrando una disminución de la intensidad de emisiones del 3% (0.62 toneladas de CO2/tonelada de cementante) al cierre de 2023 en el informe 2024 en comparación con el 4% (0.61 toneladas de CO2/tonelada de cementante) al cierre de 2024 indicado en el informe 2025.",pag 27,pag 22,
UBS,Aviation,N,Sin cambios significativos por la ausencia de objetivos de descarbonización sectoriales.,"No se reportan objetivos de reducción de emisiones crediticias para el sector de aviación en ninguno de los informes anuales consecutivos, manteniéndose únicamente el reporte de emisiones facilitadas en el negocio de mercados de capitales bajo la denominación de transporte aéreo.",pag 38,pag 35,
UBS,Shipping,D,Opacidad por la eliminación de la tabla detallada de alineamiento climático del portafolio marítimo.,"El informe 2025 elimina la divulgación directa de la tabla con los porcentajes de desviación frente a las trayectorias de los Principios de Poseidón que el informe 2024 detallaba con un 9.1% y 14.4% para 2023, sustituyéndola por una referencia general a un informe externo.",pag 37,pag 27,
UBS,CRE,M/F,Incorporación de una nueva fuente de mitigación y avance en la reducción de intensidad.,El informe 2025 introduce la metodología de contabilizar el impacto de los sistemas fotovoltaicos en los tejados y muestra que la reducción de la intensidad de emisiones del portafolio pasó del 9% (28.5 kg CO2e/m2 ERA) al cierre de 2023 en el informe 2024 al 10% (28.0 kg CO2e/m2 ERA) al cierre de 2024 en el informe 2025.,pag 27,pag 22,
UBS,RRE,M/F,Inclusión del impacto fotovoltaico y aceleración en la descarbonización del sector residencial.,"La reducción de la intensidad de emisiones progresó del 11% (34.4 kg CO2e/m2 ERA) al cierre de 2023 según el informe 2024 al 15% (33.0 kg CO2e/m2 ERA) al cierre de 2024 según el informe 2025, incorporando además desde 2024 la medición del impacto de los sistemas fotovoltaicos instalados.",pag 27,pag 22,
UBS,Coal,N,Sin cambios significativos en el objetivo sectorial al reportarse de manera agregada con los combustibles fósiles.,"Las métricas y objetivos para el carbón se presentan integrados dentro de la categoría de combustibles fósiles con una meta de reducción absoluta del 70% para 2030 en ambos informes, mencionando el informe 2024 una reducción de exposición previa pero sin aislar datos numéricos independientes en los cuadros de mando de préstamos de 2025.",pag 27,pag 22,
UBS,Aluminium,N,Sin cambios significativos al no existir metas de descarbonización fijadas.,"El sector de aluminio no cuenta con objetivos de descarbonización de la cartera de préstamos en ninguno de los dos ejercicios, registrándose exclusivamente dentro del inventario de emisiones facilitadas en transacciones de mercados de capitales.",pag 38,pag 35,
UBS,Agriculture,M/F,Incorporación de las emisiones financiadas y facilitadas del sector agrícola en el reporte.,"El informe 2025 incluye por primera vez el cálculo y divulgación de las emisiones financiadas asociadas al sector de la agricultura, actualizando retroactivamente los datos correspondientes a 2023 que en el informe 2024 se habían excluido explícitamente por falta de disponibilidad de datos de terceros.",pag 38,pag 28,
Goldman Sachs,Oil&Gas,F,La intensidad física se mantuvo estable en los primeros años y mostró una reducción moderada que se ha sostenido constante entre 2022 y 2023.,"La métrica abarca los alcances 1 a 3. La línea base de 2019 y el dato de 2021 se situaron en 72 gCO2e/MJ. En el informe de 2025, la intensidad reportada bajó a 67 gCO2e/MJ tanto para 2022 como para 2023. El objetivo sectorial para 2030 es de 56-60 gCO2e/MJ.",pag 68,pag 43,
Goldman Sachs,Power,D,"La intensidad de emisiones de la cartera disminuyó significativamente respecto al año base, aunque experimentó un ligero aumento entre 2022 y 2023","En el informe de 2023, la intensidad física reportada (para 2021) fue de 296 kgCO2e/MWh frente a una línea base de 417 kgCO2e/MWh en 2019. En el informe de 2025, la intensidad se sitúa en 259 kgCO2e/MWh para el año 2022 y sube levemente a 265 kgCO2e/MWh en 2023. El objetivo para 2030 es llegar a 147-219 kgCO2e/MWh.",pag 68,pag 43,
Goldman Sachs,Steel,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,Automotive,D,Repunte notable de intensidad en 2023.,"En 2021, la intensidad se redujo a 119 gCO2e/km desde una línea base de 152 gCO2e/km en 2019. En 2022 continuó bajando hasta los 112 gCO2e/km, pero en 2023 repuntó a 149 gCO2e/km. El informe señala que este aumento se debió principalmente a una disminución en la actividad de suscripción (underwriting) con fabricantes de baterías para vehículos eléctricos en 2023, tras una actividad significativamente mayor en 2022.",pag 68,pag 43,
Goldman Sachs,Cement,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,Aviation,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,Shipping,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,CRE,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,RRE,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,Coal,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,Aluminium,N,Sector no reportado en ningún informe,-,-,-,
Goldman Sachs,Agriculture,N,Sector no reportado en ningún informe,-,-,-,
BBVA,Oil&Gas,M/D,Discrepancia metodológica en la línea base por expansión de perímetro,"El valor de las emisiones absolutas del año base 2023 se ha re-expresado, cambiando de 3,2 MtCO2e en el informe 2024 a 3,8 MtCO2e en el de 2025 debido a la inclusión de actividades 'midstream', lo que representa un impacto deficiente en la comparabilidad al no haberse transparentado un reajuste proporcional en el porcentaje del objetivo final.",pag 155,pag 163,
BBVA,Power,M/F,Actualización de escenario base y mejora de ambición,"La intensidad de emisiones experimentó una reducción acelerada al pasar de 145 kgCO2e/MWh reportados en 2024 a 122 kgCO2e/MWh en 2025, un cambio positivo impulsado por la adopción del escenario actualizado NZE 2023 de la Agencia Internacional de la Energía que fortalece la trayectoria a 2030.",pag 154,pag 162,
BBVA,Steel,D,Incremento brusco e injustificado de la intensidad de emisiones,"Se identifica un repunte atípico en la intensidad física del portfolio que pasa de 1,25 tCO2e/t de acero en el informe 2024 a 1,40 tCO2e/t en el informe 2025, alejando severamente al banco de su senda de reducción sin que se ofrezca una justificación explícita sobre esta desviación.",pag 158,pag 166,
BBVA,Automotive,N,Sin cambios significativos,"La métrica de intensidad física (gCO2/km) evoluciona con normalidad siguiendo la trayectoria prevista, sin mostrar variaciones bruscas o cambios de perímetro entre 2024 y 2025 que resulten significativos para el análisis.",pag 160,pag 168,
BBVA,Cement,N,Sin cambios significativos,"La evolución de la cartera confirma una senda de descarbonización estable y alineada con el objetivo vigente, sin presentar alteraciones metodológicas, subidas bruscas ni inconsistencias cuantitativas entre la publicación de 2024 y la de 2025.",pag 157,pag 165,
BBVA,Aviation,F,Incorporación de compromisos para el sector de carga aérea,"Mientras que la medición en el informe 2024 se limitaba exclusivamente a las aerolíneas comerciales de pasajeros, el informe 2025 fortalece el perímetro al integrar oficialmente el transporte de carga y consolidar un nuevo objetivo conjunto de reducción del 18% para 2030.",pag 161,pag 170,
BBVA,Shipping,M,Transición hacia los Poseidon Principles v4,"La metodología de medición cambia drásticamente al abandonar el indicador AER estándar del informe 2024 para adoptar en 2025 la nueva trayectoria de alineamiento de los Poseidon Principles v4, lo que imposibilita la comparativa directa de las puntuaciones de la cartera naval entre ambos ejercicios.",pag 163,pag 174,
BBVA,CRE,N,No reportado en ningún informe,"La entidad no reporta objetivos de descarbonización, escenarios de referencia ni métricas de intensidad para este sector inmobiliario en ninguno de los dos informes anuales analizados.",-,-,
BBVA,RRE,N,No reportado en ningún informe,"La entidad no reporta objetivos de descarbonización, escenarios de referencia ni métricas de intensidad para este sector hipotecario en ninguno de los dos informes anuales analizados.",-,-,
BBVA,Coal,F,Adelanto en la fecha límite del 'phase-out' global,"El banco incrementa su ambición climática al adelantar el compromiso de eliminación total de su exposición al carbón térmico a nivel global, pasando de la meta fijada para 2040 en el informe 2024, a un nuevo límite establecido en 2038 en el informe 2025.",pag 165,pag 176,
BBVA,Aluminium,F,Primera fijación de objetivo para el sector,"El sector se incorpora como una nueva métrica en el informe de 2025 estableciendo un objetivo fundacional de reducción de intensidad del 25% para 2030, por lo que carece de comparativa cuantitativa al no estar incluido en el perímetro del informe 2024.",-,pag 172,
BBVA,Agriculture,N,No reportado en ningún informe,"La entidad no reporta objetivos de descarbonización, escenarios de referencia ni métricas de intensidad para la cartera del sector primario en ninguno de los dos informes anuales analizados.",-,-,
BNP,Oil&Gas,N,Información no disponible,,,,
BNP,Power,N,Información no disponible,,,,
BNP,Steel,N,Información no disponible,,,,
BNP,Automotive,N,Información no disponible,,,,
BNP,Cement,N,Información no disponible,,,,
BNP,Aviation,N,Información no disponible,,,,
BNP,Shipping,N,Información no disponible,,,,
BNP,CRE,N,Información no disponible,,,,
BNP,RRE,N,Información no disponible,,,,
BNP,Coal,N,Información no disponible,,,,
BNP,Aluminium,N,Información no disponible,,,,
BNP,Agriculture,N,Información no disponible,,,,
